"event_quantile","event_threshold_value","probability_cutoff","classification_draws_used","n_obs_total","n_obs_mean_per_fold","actual_positive_share","predicted_positive_share","tp_total","tn_total","fp_total","fn_total","tp_mean_per_fold","tn_mean_per_fold","fp_mean_per_fold","fn_mean_per_fold","accuracy_mean","accuracy_se","accuracy_rel_to_gaussian","accuracy_delta_to_gaussian","precision_mean","precision_se","precision_rel_to_gaussian","precision_delta_to_gaussian","recall_mean","recall_se","recall_rel_to_gaussian","recall_delta_to_gaussian","specificity_mean","specificity_se","specificity_rel_to_gaussian","specificity_delta_to_gaussian","f1_mean","f1_se","f1_rel_to_gaussian","f1_delta_to_gaussian","accuracy_direction","precision_direction","recall_direction","specificity_direction","f1_direction","count_direction","setting","method","knots","thresh","CMAQ","TS","ar2","is_baseline","is_proposed","mrts","setting_orig","source","is_ar2","is_mrts","is_prop","model_lane"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",3,"skew-t",1,0,"yes","no","",TRUE,FALSE,NA,3,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",3,"skew-t",1,0,"yes","no","",TRUE,FALSE,NA,3,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",3,"skew-t",1,0,"yes","no","",TRUE,FALSE,NA,3,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",3,"skew-t",1,0,"yes","no","",TRUE,FALSE,NA,3,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",3,"skew-t",1,0,"yes","no","",TRUE,FALSE,NA,3,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",4,"skew-t",1,50,"yes","no","",TRUE,FALSE,NA,4,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",4,"skew-t",1,50,"yes","no","",TRUE,FALSE,NA,4,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",4,"skew-t",1,50,"yes","no","",TRUE,FALSE,NA,4,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",4,"skew-t",1,50,"yes","no","",TRUE,FALSE,NA,4,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",4,"skew-t",1,50,"yes","no","",TRUE,FALSE,NA,4,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",5,"t",1,75,"yes","no","",TRUE,FALSE,NA,5,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",5,"t",1,75,"yes","no","",TRUE,FALSE,NA,5,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",5,"t",1,75,"yes","no","",TRUE,FALSE,NA,5,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",5,"t",1,75,"yes","no","",TRUE,FALSE,NA,5,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",5,"t",1,75,"yes","no","",TRUE,FALSE,NA,5,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",6,"skew-t",1,85,"yes","no","",FALSE,FALSE,NA,6,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",6,"skew-t",1,85,"yes","no","",FALSE,FALSE,NA,6,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",6,"skew-t",1,85,"yes","no","",FALSE,FALSE,NA,6,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",6,"skew-t",1,85,"yes","no","",FALSE,FALSE,NA,6,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",6,"skew-t",1,85,"yes","no","",FALSE,FALSE,NA,6,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",7,"skew-t",5,0,"yes","no","",TRUE,FALSE,NA,7,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",7,"skew-t",5,0,"yes","no","",TRUE,FALSE,NA,7,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",7,"skew-t",5,0,"yes","no","",TRUE,FALSE,NA,7,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",7,"skew-t",5,0,"yes","no","",TRUE,FALSE,NA,7,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",7,"skew-t",5,0,"yes","no","",TRUE,FALSE,NA,7,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",8,"skew-t",5,50,"yes","no","",TRUE,FALSE,NA,8,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",9,"t",5,75,"yes","no","",TRUE,FALSE,NA,9,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",10,"skew-t",5,85,"yes","no","",FALSE,FALSE,NA,10,"ozone_us_all_results",FALSE,FALSE,FALSE,"other_numeric"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,11,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,11,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.98,88.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,11,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.99,94.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,11,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.995,100.52,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",11,"skew-t",10,0,"yes","no","",TRUE,FALSE,NA,11,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.9,73.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,12,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
0.95,79.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"higher_better","higher_better","higher_better","higher_better","higher_better","tp_tn_higher_better; fp_fn_lower_better",12,"skew-t",10,50,"yes","no","",TRUE,FALSE,NA,12,"ozone_us_all_results",FALSE,FALSE,FALSE,"morris_baseline"
